epoch,best_acc@1,loss,acc@1,acc@5,f1-micro,training_loss,training_acc@1,training_acc@5,training_f1-micro,training_learning-rate
150,0.71924,1.26899015625,0.71152,0.9092,0.71152,1.820312571460725,0.5805003666573769,0.8004185031971589,0.5805003666573769,0.26353945645181176
151,0.71924,1.3556203515625,0.69044,0.89756,0.69044,1.9675632167723565,0.5542022360650735,0.7779317410075527,0.5542022360650735,0.260834471647851
152,0.71924,1.3270405419921876,0.7016,0.90772,0.7016,1.8327667530485936,0.5786585166490474,0.8018633356635408,0.5786585166490474,0.25812821595737695
153,0.71924,1.23522884765625,0.71656,0.91416,0.71656,1.8011218380864304,0.5834336256731782,0.8035588341073878,0.5834336256731782,0.2554210069714938
154,0.71924,1.319985830078125,0.69492,0.89764,0.69492,1.9711500388527399,0.5537631813716255,0.7760353983954263,0.5537631813716255,0.2527131623931791
155,0.71924,1.4171490673828124,0.69144,0.90016,0.69144,1.9487255366296,0.5578516835879176,0.7833436350303368,0.5578516835879176,0.25000500000000025
156,0.71924,1.2998464013671875,0.70732,0.90712,0.70732,1.8449414013769867,0.5767216938169578,0.7979772345470653,0.5767216938169578,0.24729683760682147
157,0.71924,1.26468306640625,0.70328,0.90664,0.70328,1.8228682732484058,0.5782023357086918,0.800010587134452,0.5782023357086918,0.24458899302850678
158,0.71924,1.3022402392578125,0.71708,0.9142,0.7170800000000002,1.7786428738583677,0.5907605454865333,0.8108546152900018,0.5907605454865333,0.24188178404262364
159,0.71924,1.4331395263671876,0.676,0.88896,0.676,2.0158403864257854,0.5427712447200559,0.7710703437237755,0.5427712447200559,0.23917552835214953
160,0.71924,1.316152080078125,0.70532,0.9062,0.70532,1.9077323539082485,0.5659150320182971,0.7874087832735731,0.5659150320182971,0.23647054354818878
161,0.71924,1.2873891015625,0.70948,0.9086,0.70948,1.8239428414717591,0.5806529459480079,0.800198975850435,0.5806529459480079,0.23376714707270135
162,0.71924,1.2324054638671875,0.71864,0.91212,0.71864,1.7404472029037699,0.5939024333282993,0.8122216011795313,0.5939024333282993,0.2310656561812499
163,0.71924,1.351740185546875,0.70608,0.907,0.70608,1.8630219693941439,0.5774347684609265,0.7963907213108118,0.5774347684609265,0.22836638790576835
164,0.71924,1.3293210693359374,0.69664,0.90208,0.69664,1.8792352323705723,0.5693574076467135,0.792028199143999,0.5693574076467135,0.22566965901735672
165,0.71924,1.2703403173828125,0.70712,0.90812,0.7071199999999999,1.7951435898811468,0.5852521217084521,0.8045537133595625,0.5852521217084521,0.22297578598910686
166,0.71924,1.284423046875,0.71276,0.91148,0.71276,1.7764421536014647,0.5901113050355836,0.8090174360762834,0.5901113050355836,0.22028508495896262
167,0.71924,1.27024228515625,0.72408,0.91408,0.72408,1.7325554504892,0.6009444346703743,0.8164159747403428,0.6009444346703743,0.21759787169261982
168,0.72788,1.1964856689453125,0.72788,0.91904,0.7278799999999999,1.7023369957451493,0.6039913496883802,0.8193336644407736,0.6039913496883802,0.21491446154646968
169,0.72788,1.22078302734375,0.72196,0.91688,0.72196,1.7398866638377546,0.5972031281868443,0.8127369455182947,0.5972031281868443,0.21223516943059068
170,0.72788,1.214440048828125,0.72468,0.91864,0.72468,1.6922211900066841,0.6073776757814628,0.8232384487356937,0.6073776757814628,0.2095603097717918
171,0.72788,1.2740181884765625,0.72288,0.91552,0.72288,1.7476142143309297,0.5993579214341208,0.8133130101870031,0.5993579214341208,0.20689019647671386
